Nom,totalScore,Latitude,Longitude,Rue,postalCode,reviewsCount
Ferlucci Coffee Shop,4.8,45.5395082,-73.6169749,"432 Rue de Castelnau E, Montréal, QC H2R 1R3, Canada",H2R 1R3,669
Café Replika,4.4,45.5203549,-73.5793781,"252 Rue Rachel E, Montréal, QC H2W 1E5, Canada",H2W 1E5,452
Kahwa Café,4.5,45.5233015,-73.5836349,"331 Mont-Royal Ave E, Montreal, Quebec H2T 1P8, Canada             331 Avenue du Mont-Royal E, Montréal, QC H2T 1P8",H2T 1P8,563
Cafe Larue & Fils,4.5,45.5376957,-73.6179068,"244 Rue de Castelnau E, Montréal, QC H2R 1P5, Canada",H2R 1P5,491
Café Sfouf,4.6,45.5215389,-73.5619239,"1250 Ontario St E, Montreal, Quebec H2L 1R6, Canada             1250 Rue Ontario E, Montréal, QC H2L 1R6",H2L 1R6,521
Second Cup Café avec Pinkberry yogourt glacé,3.7,45.5321905,-73.5749963,"1648 Mont-Royal Ave E, Montreal, Quebec H2J 1Z5, Canada             1648 Avenue du Mont-Royal E, Montréal, QC H2J 1Z5",H2J 1Z5,314
Atomic Café,4.5,45.5452507,-73.5445779,"3606 Ontario St E, Montreal, Quebec H1W 1R7, Canada             3606 Rue Ontario E, Montréal, QC H1W 1R7",H1W 1R7,774
Café Névé,4.5,45.5259243,-73.5814209,"781 Mont-Royal Ave E, Montreal, Quebec H2J 1W8, Canada             781 Avenue du Mont-Royal E, Montréal, QC H2J 1W8",H2J 1W8,239
CARDYNAL - Espresso Bar,4.4,45.531642,-73.575518,"1558 Mont-Royal Ave E, Montreal, Quebec H2J 1Z2, Canada             1558 Avenue du Mont-Royal E, Montréal, QC H2J 1Z2",H2J 1Z2,290
Café des Bois,4.4,45.5373388,-73.5701628,"2296 Mont-Royal Ave E, Montreal, Quebec H2H 1K6, Canada             2296 Avenue du Mont-Royal E, Montréal, QC H2H 1K6",H2H 1K6,286
Café Nocturne,4.6,45.513585,-73.5729521,"19 Prince Arthur St W, Montreal, Quebec H2X 1S4, Canada             19 Rue Prince Arthur O, Montréal, QC H2X 1S4",H2X 1S4,492
Paquebot Mont-Royal,4.5,45.5186111,-73.5880556,"123 Mont-Royal Ave W, Montreal, Quebec H2T 2S9, Canada             123 Avenue du Mont-Royal O, Montréal, QC H2T 2S9",H2T 2S9,390
Starbucks,4,45.5256919,-73.5816177,"751 Mont-Royal Ave E, Montreal, Quebec H2J 1W8, Canada             751 Avenue du Mont-Royal E, Montréal, QC H2J 1W8",H2J 1W8,785
Café Névé,4.4,45.5195045,-73.5804661,"151 Rue Rachel E, Montréal, QC H2W 1E1, Canada",H2W 1E1,634
Café Myriade - Mont-Royal,4.4,45.5196182,-73.5865787,"28 Mont-Royal Ave W, Montreal, Quebec H2T 2S1, Canada             28 Avenue du Mont-Royal O, Montréal, QC H2T 2S1",H2T 2S1,125
Café Rico,4.6,45.5289635,-73.5785441,"1207 Mont-Royal Ave E, Montreal, Quebec H2J 1Y2, Canada             1207 Avenue du Mont-Royal E, Montréal, QC H2J 1Y2",H2J 1Y2,410
La Touche,4.6,45.5217112,-73.5847603,"164 Mont-Royal Ave E, Montreal, Quebec H2T 1P2, Canada             164 Avenue du Mont-Royal E, Montréal, QC H2T 1P2",H2T 1P2,144
Le Café Crème,4.1,45.478462,-73.601789,"357 Victoria Ave, Westmount, Quebec H3Z 2N1, Canada             357 Av. Victoria, Westmount, QC H3Z 2N1",H3Z 2N1,145
Avenue G,4.6,45.4876296,-73.5915186,"1386 Greene Ave, Westmount, Quebec H3Z 2B1, Canada             1386 Av. Greene, Westmount, QC H3Z 2B1",H3Z 2B1,135
La Fabrique de Bagel Montréal - Westmount,4.1,45.4875857,-73.5862882,"4084 Saint-Catherine St W, Westmount, Quebec H3Z 1P2, Canada             4084 Sainte-Catherine O, Westmount, QC H3Z 1P2",H3Z 1P2,57
Cafe beyrouth,4.3,45.5143575,-73.6822075,"1470 Boulevard Cote Vertu Ouest, Saint-Laurent, Quebec H4L 1Z7, Canada",H4L 1Z7,28
Jack Steel Le Barbier Baie d’Urfé,4.7,45.4175674,-73.9175141,"90 Morgan St, Baie-D'Urfe, Quebec H9X 3A8, Canada             90 Rue Morgan, Baie-d'Urfé, QC H9X 3A8",H9X 3A8,54
Café Binocle - Micro-torréfacteur,5,46.078795,-72.4478195,,,10
Laurel Café,4.3,45.5177993,-73.5784911,"80 Duluth Ave E, Montreal, Quebec H2W 2B8, Canada             80 Av. Duluth E, Montréal, QC H2W 2B8",H2W 2B8,42
Clarke Café,4.8,45.4792978,-73.5682252,"2483 Centre St, Montreal, Quebec H3K 1J9, Canada             2483 Rue Centre, Montréal, QC H3K 1J9",H3K 1J9,575
Cafe Milano West Island,4.4,45.4817597,-73.7967684,"F, 46, Brunswick Blvd, Pointe-Claire, Quebec H9B 2L3, Canada",H9B 2L3,180
Potters Guild of Baie-D'Urfé,,45.4066616,-73.9207969,"20551 Lakeshore Rd, Baie-D'Urfe, Quebec H9X 1R3, Canada             20551 Chem. Lakeshore, Baie-d'Urfé, QC H9X 1R3",H9X 1R3,0
Heritage Coffee,2.4,45.4926842,-73.751098,"2795 Rue Halpern, Saint-Laurent, QC H4S 1P8, Canada",H4S 1P8,25
Café du Triangle D'or,5,51.2072,-121.9883,,,12
Tommy Café,3.9,45.46266,-73.8331203,"6801 Trans-Canada Hwy, Pointe-Claire, Quebec H9R 5J2, Canada             6801 Route Transcanadienne, Pointe-Claire, QC H9R 5J2",H9R 5J2,244
Coucou bobarista,4.8,45.4846255,-73.8026832,"11688 Salaberry Blvd, Dollard-Des Ormeaux, Quebec H9B 2R8, Canada             11688 Bd de Salaberry, Dollard-des-Ormeaux, QC H9B 2R8",H9B 2R8,95
Escouade Miss Café,5,45.4352441,-73.6923716,"247 32 ieme avenue, Lachine, Quebec H8T 1X8, Canada",H8T 1X8,8
Café Twigs,4.6,45.4034903,-73.9511639,"85 Sainte Anne St, Sainte-Anne-de-Bellevue, Quebec H9X 1L9, Canada             85 Rue Ste Anne, Sainte-Anne-de-Bellevue, QC H9X 1L9",H9X 1L9,347
Victor Rose Espresso Bar,4.7,45.4302086,-73.8233154,"15C Cartier Ave, Pointe-Claire, Quebec H9S 4R5, Canada             15C Av. Cartier, Pointe-Claire, QC H9S 4R5",H9S 4R5,326
Au Bout de L'Isle,4.3,45.4042478,-73.9531979,"129 Sainte Anne St, Sainte-Anne-de-Bellevue, Quebec H9X 1M3, Canada             129 Rue Ste Anne, Sainte-Anne-de-Bellevue, QC H9X 1M3",H9X 1M3,261
Café CoCo & Bean,4.8,45.4201667,-73.8797146,"445 Beaconsfield Blvd, Beaconsfield, Quebec H9W 4C2, Canada             445 Bd Beaconsfield, Beaconsfield, QC H9W 4C2",H9W 4C2,59
"Provigo Deroo, Baie D'Urfé",4.1,45.417567,-73.917514,"90 Morgan St, Baie-D'Urfe, Quebec H9X 3A8, Canada             90 Rue Morgan, Baie-d'Urfé, QC H9X 3A8",H9X 3A8,370
Subway,3.5,45.4174585,-73.9186058,"90 Rue Morgan Unit A01012a, Baie-d'Urfé, QC H9X 3A8, Canada",H9X 3A8,68
Leonidas Culture Chocolat,4.7,45.477722,-73.600964,"318A Victoria Ave, Westmount, Quebec H3Z 2M8, Canada             318A Av. Victoria, Westmount, QC H3Z 2M8",H3Z 2M8,43
Petit Monde,5,45.4877142,-73.586199,"Westmount, QC H3Z 2Z3, Canada",,1
Work F,,45.4781115,-73.6041975,"4906 Sherbrooke St W, Westmount, Quebec H3Z 1H3, Canada             4906 Rue Sherbrooke O, Westmount, QC H3Z 1H3",H3Z 1H3,0
Forno West (Westmount),4.4,45.4866009,-73.5884824,"1235 Greene Ave, Westmount, Quebec H3Z 2A4, Canada             1235 Av. Greene, Westmount, QC H3Z 2A4",H3Z 2A4,166
Cafe Gentile Westmount,3.9,45.4869479,-73.5869348,"4126 Saint-Catherine St, Westmount, Quebec H3Z 1P4, Canada             4126 Rue Sainte-Catherine, Westmount, QC H3Z 1P4",H3Z 1P4,184
JAMES PERSE – Côté Cuisine,4.3,45.4788018,-73.6040717,"4865 Sherbrooke St W, Westmount, Quebec H3Z 1G9, Canada             4865 Rue Sherbrooke O, Westmount, QC H3Z 1G9",H3Z 1G9,79
La FOUMAGERIE - Sandwiches / Salads - Espresso / Coffee / Tea - Cafe en Vrac - Catering / Traiteur,4.3,45.4781115,-73.6041975,"4906 Sherbrooke St W, Westmount, Quebec H3Z 1H3, Canada             4906 Rue Sherbrooke O, Westmount, QC H3Z 1H3",H3Z 1H3,104
Cafe Renan,4.8,45.4763036,-73.601295,"4920 Boul. de Maisonneuve Ouest Suite 107, Westmount, QC H3Z 1N1, Canada",H3Z 1N1,35
Cafe Yossi,4.5,45.4824805,-73.591932,"4419 Saint-Catherine St, Westmount, Quebec H3Z 1R5, Canada             4419 Rue Sainte-Catherine, Westmount, QC H3Z 1R5",H3Z 1R5,2
XVI Cafe,,45.4874602,-73.590996,"1362 Greene Ave, Westmount, Quebec H3Z 2B1, Canada             1362 Av. Greene, Westmount, QC H3Z 2B1",H3Z 2B1,0
Café Dafino's,5,45.4872653,-73.5866405,"4112 Saint-Catherine St, Westmount, Quebec H3Z 1Z3, Canada             4112 Rue Sainte-Catherine, Westmount, QC H3Z 1Z3",,4
Starbucks,4.1,45.477537,-73.605416,"4943 Sherbrooke St W, Westmount, Quebec H3Z 1H2, Canada             4943 Rue Sherbrooke O, Westmount, QC H3Z 1H2",H3Z 1H2,547
Café Bazin,4.7,45.4785467,-73.6028349,"380 Victoria Ave, Westmount, Quebec H3Z 2N4, Canada             380 Av. Victoria, Westmount, QC H3Z 2N4",H3Z 2N4,212
THE STANDARD WESTMOUNT,4.1,45.476053,-73.607086,"5135 Sherbrooke St W, Montreal, Quebec H4A 1T3, Canada             5135 Rue Sherbrooke O, Montréal, QC H4A 1T3",H4A 1T3,237
Café Double,4.3,45.4872574,-73.5879774,"CA Québec Montréal CA Québec Westmount, Westmount Square, H3Z 2P9, Canada",H3Z 2P9,14
Mouton Noir Westmount,4.6,45.4795413,-73.5968328,"4675 Saint-Catherine St W, Westmount, Quebec H3Z 1S4, Canada             4675 Sainte-Catherine O, Westmount, QC H3Z 1S4",H3Z 1S4,106
Café Myriade - Westmount,4.5,45.4782993,-73.6014846,"347 Victoria Ave, Westmount, Quebec H3Z 2N1, Canada             347 Av. Victoria, Westmount, QC H3Z 2N1",H3Z 2N1,76
Les Biscuits Marookies,5,45.4289149,-73.8264827,"305 Chem. du Bord-du-Lac-Lakeshore, Pointe-Claire, QC H9S 4L6, Canada",H9S 4L6,78
Les Délices de la Gare Valois,5,45.4501696,-73.7914991,"123 Ave Donegani, Pointe-Claire, Quebec H9R 2W3, Canada",H9R 2W3,37
Tim Hortons,3.5,45.468295,-73.8292864,"305 Brunswick Blvd, Pointe-Claire, Quebec H9R 4Y2, Canada             305 Bd Brunswick, Pointe-Claire, QC H9R 4Y2",H9R 4Y2,777
Bilboquet West Island - Ice Cream,4.5,45.4289834,-73.8267258,"309-C Chem. du Bord-du-Lac-Lakeshore, Pointe-Claire, QC H9S 4L6, Canada",H9S 4L6,267
Allô mon Coco,4.2,45.481888,-73.796568,"46 Brunswick Blvd D, Pointe-Claire, Quebec H9B 2L3, Canada             46 Bd Brunswick D, Pointe-Claire, QC H9B 2L3",H9B 2L3,962
Les Moulins La Fayette,4.4,45.4292699,-73.8249073,"279 Chem. du Bord-du-Lac-Lakeshore, Pointe-Claire, QC H9S 4L2, Canada",H9S 4L2,229
Second Cup Coffee,3.5,45.4641984,-73.8307634,"6801 Transcanadienne, Unit Z - 20, Montréal, QC H9R 5J2, Canada",H9R 5J2,180
Calla Café,4.7,45.4452588,-73.8140461,"279 Boul. Saint-Jean, Pointe-Claire, QC H9R 6A3, Canada",H9R 6A3,3
Café Greenwood,5,45.4502874,-73.7872433,"60a Ave Donegani, Pointe-Claire, Quebec H9R 2V4, Canada",H9R 2V4,42
Transit Café,,45.451502,-73.781145,"560 Sources Blvd, Pointe-Claire, Quebec H9R 4M8, Canada             560 Bd des Sources, Pointe-Claire, QC H9R 4M8",H9R 4M8,0
Starbucks,4,45.4633055,-73.8308845,"6815 Trans-Canada Hwy Suite B18, Pointe-Claire, Quebec H9R 1C4, Canada",H9R 1C4,366
Windmill Cafe,5,45.4486434,-73.8343191,"160 Stillview Ave, Pointe-Claire, Quebec H9R 2Y2, Canada             160 Av Stillview, Pointe-Claire, QC H9R 2Y2",H9R 2Y2,4
Café Dépôt,3.9,45.464047,-73.831342,"6815 Route Trans-Canadienne ZR02, Pointe-Claire, QC H9R 5J2, Canada",H9R 5J2,21
Café Marmelade,4.6,45.428676,-73.826989,"320 Chem. du Bord-du-Lac-Lakeshore, Pointe-Claire, QC H9S 4L5, Canada",H9S 4L5,113
Studio 77,4.6,45.4294699,-73.8243316,"271 Chem. du Bord-du-Lac-Lakeshore, Pointe-Claire, QC H9S 4L1, Canada",H9S 4L1,564
Starbucks,4.3,45.4689287,-73.8294124,"955 Boul. Saint-Jean, Pointe-Claire, QC H9R 4Y2, Canada",H9R 4Y2,135
Cafe Le Den,4.7,45.450167,-73.7912594,"121 Ave Donegani, Pointe-Claire, Quebec H9R 2W3, Canada",H9R 2W3,161
Amy's Déjeuner Brunch Gâteries,4.5,45.4877726,-73.8481799,"4701C Boul. Saint-Jean, Dollard-des-Ormeaux, QC H9H 2A7, Canada",H9H 2A7,801
Starbucks,4.3,47.7066068,-122.211793,"9721 NE 119th Way, Kirkland, WA 98034",98034,309
Juliette & Chocolat,4,45.4843112,-73.7958719,"3339 F Sources Blvd, Dollard-Des Ormeaux, Quebec H9B 1Z8, Canada             3339 F Bd des Sources, Dollard-des-Ormeaux, QC H9B 1Z8",H9B 1Z8,81
Gourmet Latte,4.5,47.7304818,-122.1754135,"14302 124th Ave NE, Kirkland, WA 98034",98034,57
La Diperie,4.5,45.484725,-73.795091,"47 Brunswick Blvd, Dollard-Des Ormeaux, Quebec H9B 1P7, Canada             47 Bd Brunswick, Dollard-des-Ormeaux, QC H9B 1P7",H9B 1P7,325
Yagel Bagel,4.4,45.4741814,-73.8346031,"3815 Boul. Saint-Jean, Dollard-des-Ormeaux, QC H9G 1X2, Canada",H9G 1X2,316
203° Fahrenheit Coffee,4.3,47.7126106,-122.1800557,"11901 NE Village Plaza Suite 171, Kirkland, WA 98034",98034,525
Coffee & Cone,4.7,47.6755345,-122.2071116,"1 Lakeshore Plaza, Kirkland, WA 98033",98033,74
Kitchen 73 Dollars Des Ormeaux,4.1,45.4843542,-73.7947063,"45 A Brunswick Blvd, Dollard-Des Ormeaux, Quebec H9B 1P7, Canada             45 A Bd Brunswick, Dollard-des-Ormeaux, QC H9B 1P7",H9B 1P7,908
Libby's Lattes,4.4,47.7160407,-122.1833891,"12911 120th Ave NE H, Kirkland, WA 98034",98034,21
Petinos D.D.O,4.3,45.4859037,-73.7999835,"3520 Sources Blvd, Dollard-Des Ormeaux, Quebec H9B 1Z9, Canada             3520 Bd des Sources, Dollard-des-Ormeaux, QC H9B 1Z9",H9B 1Z9,493
Kirkland Bakery,4.3,47.6751543,-122.2037367,"219 Kirkland Ave #102, Kirkland, WA 98033",98033,542
Kitanda Espresso & Acai - Totem Lake,4.4,47.7105958,-122.1711395,"12700 NE 124th St #2, Kirkland, WA 98034",98034,822
Starbucks,4.3,47.6790291,-122.177852,"12209 NE 85th St, Kirkland, WA 98033",98033,1153
MMMjavalicious,4.4,47.7117715,-122.1859777,"12412 116th Ave NE, Kirkland, WA 98034",98034,41
Queen Bee Cafe,4.3,47.6669334,-122.2065215,"1002 Lake St S Suite B, Kirkland, WA 98033",98033,53
Hansel & Bagel,4.7,45.4843073,-73.8033491,"11726 Salaberry Blvd, Dollard-Des Ormeaux, Quebec H9B 2R8, Canada             11726 Bd de Salaberry, Dollard-des-Ormeaux, QC H9B 2R8",H9B 2R8,118
Maison O Thé DDO,4.5,45.4937727,-73.8057757,"17 Rue Sunnydale, Dollard-des-Ormeaux, QC H9B 1E1, Canada",H9B 1E1,40
The Coffee Stand Kirkland,4.7,47.7216698,-122.20759,"13510 100th Ave NE, Kirkland, WA 98034",98034,50
urban COFFEE lounge,4.6,47.707167,-122.211377,"9744 NE 119th Way, Kirkland, WA 98034",98034,1090
Starbucks,4.1,45.4733333,-73.8361111,"3700 Boul. Saint-Jean, Dollard-des-Ormeaux, QC H9G 1X1, Canada",H9G 1X1,737
Visible Coffee Roasters,4.3,47.7030079,-122.1761447,"12348 NE 115th Pl, Kirkland, WA 98033",98033,92
Delish - Breakfast & Lunch,4.3,45.4834079,-73.7905757,"3237 Sources Blvd, Dollard-Des Ormeaux, Quebec H9B 1Z6, Canada             3237 Bd des Sources, Dollard-des-Ormeaux, QC H9B 1Z6",H9B 1Z6,180
St-Viateur bagel & café DDO,4.6,45.4756046,-73.8126645,"821 Tecumseh St, Dollard-Des Ormeaux, Quebec H9R 4X8, Canada             821 Rue Tecumseh, Dollard-des-Ormeaux, QC H9R 4X8",H9R 4X8,992
Thruline Coffee Co.,4.6,47.6764515,-122.2054057,"136 Park Ln, Kirkland, WA 98033",98033,754
Second Cup Coffee,4.4,45.4867067,-73.7979847,"3365 Sources Blvd, Dollard-Des Ormeaux, Quebec H9B 1Z8, Canada             3365 Bd des Sources, Dollard-des-Ormeaux, QC H9B 1Z8",H9B 1Z8,407
The Green Beanery.,4.6,47.6661774,-122.1653675,"13039 NE 70th Pl, Kirkland, WA 98033",98033,69
Rockaberry,4.1,45.4846144,-73.7961474,"3341 Sources Blvd, Dollard-Des Ormeaux, Quebec H9B 1Z8, Canada             3341 Bd des Sources, Dollard-des-Ormeaux, QC H9B 1Z8",H9B 1Z8,933
Starbucks,4.1,45.4863095,-73.7997766,"3544 Sources Blvd, Dollard-Des Ormeaux, Quebec H9B 1Z9, Canada             3544 Bd des Sources, Dollard-des-Ormeaux, QC H9B 1Z9",H9B 1Z9,880
Ceramic Coffee Dollard-des-Ormeaux,4.6,45.4705277,-73.8315441,"3591 Boul. Saint-Jean, Dollard-des-Ormeaux, QC H9G 1W9, Canada",H9G 1W9,372
Zoka Coffee Roasters and Tea Company,4.4,47.6763567,-122.2072149,"129 Central Way, Kirkland, WA 98033",98033,930
Caffe Ladro - Kirkland,4.3,47.67655,-122.2080959,"104 Central Way, Kirkland, WA 98033",98033,264
Evergreen Blendz Coffee,4.3,47.7146998,-122.1824822,"11811 NE 128th St Unit D, Kirkland, WA 98034",98034,35
Mercurys Coffee Co.,4.6,47.679585,-122.177998,"8506 122nd Ave NE, Kirkland, WA 98033",98033,1030
MELK Café Monkland,4.6,45.4752778,-73.6227778,"5612 Monkland Ave, Montreal, Quebec H4A 1E3, Canada             5612 Av de Monkland, Montréal, QC H4A 1E3",H4A 1E3,628
Élémentaire café,4.4,45.4672065,-73.6391337,"6565 Somerled Ave, Montreal, Quebec H4V 1T1, Canada             6565 Av. Somerled, Montréal, QC H4V 1T1",H4V 1T1,104
Dizz's Bagel & Deli,4.2,45.4751928,-73.6415947,"6160 Côte Saint Luc Rd, Montreal, Quebec H3X 2H1, Canada             6160 Chem. de la Côte St Luc, Montréal, QC H3X 2H1",H3X 2H1,260
Second Cup Cafe,4.2,45.4857081,-73.6277099,"5073 Queen Mary Rd, Montreal, Quebec H3W 1X4, Canada             5073 Chem. Queen Mary, Montréal, QC H3W 1X4",H3W 1X4,136
Steiner Coffee,5,45.4823859,-73.6306533,"5395 Queen Mary Rd, Montreal, Quebec H3X 1V4, Canada             5395 Chem. Queen Mary, Montréal, QC H3X 1V4",H3X 1V4,2
Orange Café,4.3,45.4775521,-73.6155709,"4011 Decarie Blvd, Montreal, Quebec H4A 3J8, Canada             4011 Bd Décarie, Montréal, QC H4A 3J8",H4A 3J8,913
Côte St-Luc Bagel Kosher,4.6,45.4702009,-73.6660887,"5757 Av. Caldwell, Côte Saint-Luc, QC H4W 1W1, Canada",H4W 1W1,127
The Beech House,4.2,51.6129563,-0.6477897,"17 Penn Rd, Beaconsfield HP9 2PN, United Kingdom",HP9 2PN,880
TheSippinPod,,45.4790433,-73.6265239,"4599 Clanranald Ave, Montreal, Quebec H3X 0B1, Canada             4599 Av. Clanranald, Montréal, QC H3X 0B1",H3X 0B1,0
Greggs,4.2,51.5998165,-0.6683803,"Oxford Rd, Beaconsfield HP9 1UB, United Kingdom",HP9 1UB,53
Brasserie Blanc,4.4,51.6022471,-0.6340532,"41 London End, Beaconsfield HP9 2HW, United Kingdom",HP9 2HW,988
Melody Mint Cafe,4.8,51.6017894,-0.6375567,"77-79 Wycombe End, Beaconsfield HP9 1LX, United Kingdom",HP9 1LX,9
Starbucks,3,51.5878453,-0.6276118,"Beaconsfield HP9 2SE, United Kingdom",HP9 2SE,1
Cafe Du Soleil,4.7,45.4909521,-73.6506789,"6900 Decarie Blvd, Côte Saint-Luc, Quebec H3X 2T8, Canada             6900 Bd Décarie, Côte Saint-Luc, QC H3X 2T8",H3X 2T8,3
Espresso Bar 1720,4.8,45.4820404,-73.6299191,"5400 Queen Mary Rd, Montreal, Quebec H3X 1V3, Canada             5400 Chem. Queen Mary, Montréal, QC H3X 1V3",H3X 1V3,45
McDonald's,3.3,45.4662435,-73.653643,"7003 Côte Saint Luc Rd, Montreal, Quebec H4V 1J2, Canada             7003 Chem. de la Côte St Luc, Montréal, QC H4V 1J2",H4V 1J2,1267
Boulangerie Westminster,4.2,45.4599028,-73.6626193,"5537 Av. Westminster, Côte Saint-Luc, QC H4W 2J2, Canada",H4W 2J2,70
